0.0998877	-0.00611389
0.099692	-0.00609962
0.0993012	-0.00607734
0.0987171	-0.00605135
0.0979417	-0.00602284
0.0969783	-0.00599177
0.0958304	-0.0059574
0.0945027	-0.0059186
0.0930004	-0.00587396
0.0913292	-0.005822
0.0894958	-0.00576124
0.0875073	-0.00569033
0.0853716	-0.00560813
0.0830971	-0.00551376
0.0806925	-0.00540664
0.0781675	-0.00528652
0.0755319	-0.00515354
0.072796	-0.00500817
0.0699706	-0.00485122
0.0670667	-0.00468386
0.0640958	-0.00450752
0.0610695	-0.0043239
0.0579997	-0.00413491
0.0548984	-0.00394259
0.0517778	-0.0037491
0.0486501	-0.00355659
0.0455275	-0.00336722
0.0424223	-0.00318303
0.0393466	-0.00300592
0.0363126	-0.00283759
0.033332	-0.00267951
0.0304166	-0.00253285
0.0275778	-0.00239849
0.0248268	-0.00227696
0.0221743	-0.00216848
0.0196309	-0.00207291
0.0172065	-0.00198978
0.0149107	-0.0019183
0.0127526	-0.00185734
0.0107406	-0.00180551
0.00888284	-0.00176112
0.00718658	-0.00172223
0.00565857	-0.00168665
0.00430488	-0.00165192
0.00313088	-0.00161538
0.00214122	-0.00157413
0.00133983	-0.00152512
0.000729869	-0.00146542
0.000313724	-0.00139278
9.30068e-05	-0.00130552
6.88771e-05	-0.00120185
0.00024205	-0.00107989
0.000612132	-0.000936244
0.00117763	-0.000766757
0.00193629	-0.000569079
0.00288512	-0.000341914
0.0040204	-8.43641e-05
0.00533766	0.000204235
0.00683174	0.000524289
0.00849676	0.000875887
0.0103262	0.00125875
0.0123129	0.00167218
0.014449	0.00211508
0.016726	0.00258593
0.0191351	0.0030828
0.0216668	0.00360336
0.0243109	0.00414497
0.027057	0.00470465
0.0298943	0.00527917
0.0328114	0.00586507
0.0357969	0.00645876
0.0388389	0.00705652
0.0419252	0.00765458
0.0450436	0.00824917
0.0481817	0.00883659
0.0513271	0.0094132
0.0544672	0.00997554
0.0575895	0.0105203
0.0606817	0.0110445
0.0637314	0.0115452
0.0667266	0.01202
0.0696553	0.0124667
0.0725059	0.0128835
0.0752672	0.0132687
0.0779281	0.0136214
0.0804781	0.0139407
0.0829071	0.0142264
0.0852054	0.0144784
0.0873639	0.0146972
0.0893741	0.0148836
0.0912279	0.0150389
0.092918	0.0151647
0.0944377	0.0152628
0.095781	0.0153356
0.0969424	0.0153856
0.0979174	0.015416
0.0987022	0.0154302
0.0992934	0.0154322
0.099689	0.0154268
0.0998871	0.0154207
